,TimeStep,Vehicle_ID,_X,_Y,_Angle,_Pos,_Speed,_Lane,_Slope
21905,474.00,16,8835.05,11712.03,77.50,3138.77,18.30,229938465#2_0,0.00
21906,474.00,17,9138.73,17062.82,186.55,431.09,20.18,-347355524#1_0,0.00
21907,474.00,19,10163.85,12078.34,248.33,8.56,25.71,:5189513913_4_0,0.00
21908,474.00,2,8787.48,15417.64,21.36,2555.32,22.01,347355524#1_0,0.00
21909,474.00,20,10344.32,15347.70,171.23,1544.18,15.76,288088612#0_0,0.00
21910,474.00,21,10628.37,10444.44,357.12,3111.09,14.98,-288088612#5_0,0.00
21911,474.00,22,3918.04,11637.05,64.83,3829.23,20.67,347355524#0_0,0.00
21912,474.00,23,15370.78,14335.05,47.31,62.40,19.68,1002123620#1_0,0.00
21913,474.00,25,9399.25,17410.60,6.18,459.02,13.81,-803874779#0_0,0.00
21914,474.00,26,1360.34,10406.66,63.35,990.83,19.74,347355524#0_0,0.00
21915,474.00,28,10363.23,15246.03,351.23,955.68,17.83,-288088612#0_0,0.00
21916,474.00,29,10573.64,13825.46,0.28,784.62,14.27,-288088612#1_0,0.00
21917,474.00,3,13814.52,15981.90,118.37,79.18,23.03,-347355525#4_0,0.00
21918,474.00,30,10667.69,8722.52,181.40,3506.52,18.36,288088612#5_0,0.00
21919,474.00,31,10626.99,7869.71,182.44,4360.35,17.95,288088612#5_0,0.00
21920,474.00,32,8362.52,14580.34,32.20,1614.61,21.77,347355524#1_0,0.00
21921,474.00,33,6457.77,10244.38,318.22,76.08,25.61,288088613#2_0,0.00
21922,474.00,34,9217.52,17292.77,48.61,4499.00,20.81,347355524#1_0,0.00
21923,474.00,35,11336.31,5699.58,336.85,6144.17,13.16,-288088612#6_0,0.00
21924,474.00,36,12716.11,16430.97,109.60,661.31,21.29,-347355525#5_0,0.00
21925,474.00,37,10673.11,9415.01,358.14,2080.61,19.42,-288088612#5_0,0.00
21926,474.00,38,17121.04,14446.60,280.60,1730.93,14.24,-958984632_0,0.00
21927,474.00,39,1001.91,10246.10,66.39,598.00,19.90,347355524#0_0,0.00
21928,474.00,4,8338.06,11611.71,257.50,524.38,22.43,-229938465#2_0,0.00
21929,474.00,40,14807.32,13920.66,75.63,4581.59,22.24,229938465#5_0,0.00
21930,474.00,42,5380.57,12331.91,244.00,2169.68,23.33,-347355524#0_0,0.00
21931,474.00,43,13434.56,13505.79,69.00,3145.33,22.72,229938465#5_0,0.00
21932,474.00,45,10245.94,15963.47,350.82,1682.65,17.02,-288088612#0_0,0.00
21933,474.00,46,16218.72,15126.89,224.82,202.62,21.05,-1002123620#4_1,0.00
21934,474.00,47,2851.28,11129.15,64.61,2647.72,19.63,347355524#0_0,0.00
21935,474.00,48,11992.52,12862.26,68.64,1566.03,18.50,229938465#5_0,0.00
21936,474.00,49,10532.06,12437.26,351.19,189.28,13.84,-288088612#4_0,0.00
21937,474.00,5,11327.37,5720.48,336.85,6166.91,13.38,-288088612#6_0,0.00
21938,474.00,6,12475.71,16519.98,289.60,1353.75,22.06,347355525#5_0,0.00
21939,474.00,7,8776.72,8372.74,308.79,2140.51,19.32,288088613#0_0,0.00
21940,474.00,8,10627.14,10469.35,357.18,3136.02,14.69,-288088612#5_0,0.00
21941,474.00,9,16123.48,15035.59,224.82,334.52,18.85,-1002123620#4_0,0.00
21942,475.00,0,6331.23,11174.81,259.59,2579.45,23.55,-229938465#2_0,0.00
21943,475.00,10,16124.21,15031.79,224.82,336.70,23.12,-1002123620#4_1,0.00
21944,475.00,11,10543.31,12332.93,179.41,164.60,17.08,288088612#4_0,0.00
21945,475.00,12,8520.81,11652.22,257.50,337.19,22.43,-229938465#2_0,0.00
21946,475.00,13,13119.28,13362.76,65.15,2799.06,24.72,229938465#5_0,0.00
21947,475.00,14,10544.44,12901.27,180.68,113.85,15.48,288088612#2_0,0.00
21948,475.00,15,16110.11,15292.39,270.74,255.24,20.49,347355525#1_0,0.00
21949,475.00,16,8852.93,11716.00,77.52,0.87,18.32,:2384737442_8_0,0.00
21950,475.00,17,9136.39,17042.46,186.55,451.59,20.50,-347355524#1_0,0.00
21951,475.00,19,10140.60,12069.11,248.34,18.65,25.02,-229938465#3_0,0.00
21952,475.00,2,8795.21,15437.43,21.36,2576.57,21.25,347355524#1_0,0.00
21953,475.00,20,10346.72,15332.11,171.23,1559.96,15.78,288088612#0_0,0.00
21954,475.00,21,10627.67,10458.59,357.18,3125.25,14.17,-288088612#5_0,0.00
21955,475.00,22,3936.86,11645.89,64.83,3850.03,20.80,347355524#0_0,0.00
21956,475.00,23,15385.29,14348.44,47.31,82.14,19.74,1002123620#1_0,0.00
21957,475.00,25,9401.20,17423.75,8.51,472.32,13.30,-803874779#0_0,0.00
21958,475.00,26,1377.52,10415.28,63.35,1010.05,19.22,347355524#0_0,0.00
21959,475.00,28,10360.49,15263.84,351.23,973.69,18.02,-288088612#0_0,0.00
21960,475.00,29,10573.71,13840.68,0.28,799.84,15.22,-288088612#1_0,0.00
21961,475.00,3,13835.04,15970.72,118.72,8.76,23.37,-347355525#3_0,0.00
21962,475.00,30,10667.23,8703.60,181.40,3525.45,18.93,288088612#5_0,0.00
21963,475.00,31,10626.17,7851.06,182.76,4379.02,18.66,288088612#5_0,0.00
21964,475.00,32,8374.41,14599.22,32.20,1636.93,22.31,347355524#1_0,0.00
21965,475.00,33,6440.43,10263.79,318.22,102.11,26.03,288088613#2_0,0.00
21966,475.00,34,9233.71,17307.53,44.39,4520.97,21.96,347355524#1_0,0.00
21967,475.00,35,11330.87,5712.28,336.85,6157.99,13.82,-288088612#6_0,0.00
21968,475.00,36,12735.53,16424.05,109.60,681.92,20.61,-347355525#5_0,0.00
21969,475.00,37,10672.49,9433.97,358.14,2099.57,18.97,-288088612#5_0,0.00
21970,475.00,38,17106.71,14449.28,280.60,1745.52,14.58,-958984632_0,0.00
21971,475.00,39,1019.78,10253.91,66.39,617.50,19.50,347355524#0_0,0.00
21972,475.00,4,8316.53,11606.94,257.50,546.43,22.05,-229938465#2_0,0.00
21973,475.00,40,14828.54,13926.09,75.63,4603.49,21.90,229938465#5_0,0.00
21974,475.00,42,5359.61,12321.69,244.00,2193.00,23.32,-347355524#0_0,0.00
21975,475.00,43,13455.03,13513.65,69.00,3167.25,21.92,229938465#5_0,0.00
21976,475.00,45,10243.16,15980.68,350.82,1700.08,17.43,-288088612#0_0,0.00
21977,475.00,46,16203.79,15111.86,224.82,223.81,21.19,-1002123620#4_1,0.00
21978,475.00,47,2869.16,11137.64,64.61,2667.52,19.80,347355524#0_0,0.00
21979,475.00,48,12010.25,12869.19,68.64,1585.07,19.04,229938465#5_0,0.00
21980,475.00,49,10530.08,12450.04,351.19,202.22,12.94,-288088612#4_0,0.00
21981,475.00,5,11321.92,5733.21,336.85,6180.75,13.84,-288088612#6_0,0.00
21982,475.00,6,12454.57,16527.05,287.44,1376.05,22.30,347355525#5_0,0.00
21983,475.00,7,8762.26,8384.36,308.79,2159.05,18.54,288088613#0_0,0.00
21984,475.00,8,10626.39,10484.69,357.18,3151.38,15.36,-288088612#5_0,0.00
21985,475.00,9,16110.28,15022.31,224.82,353.25,18.72,-1002123620#4_0,0.00
21986,476.00,0,6309.04,11170.74,259.59,2602.01,22.56,-229938465#2_0,0.00
21987,476.00,10,16107.70,15015.18,224.82,360.13,23.43,-1002123620#4_1,0.00
21988,476.00,11,10543.47,12317.06,179.41,180.48,15.87,288088612#4_0,0.00
21989,476.00,12,8498.65,11647.31,257.50,359.89,22.70,-229938465#2_0,0.00
21990,476.00,13,13141.72,13373.15,65.15,2823.79,24.73,229938465#5_0,0.00
21991,476.00,14,10544.12,12884.93,181.29,130.18,16.34,288088612#2_0,0.00
21992,476.00,15,16090.56,15292.64,270.74,274.80,19.56,347355525#1_0,0.00
21993,476.00,16,8871.50,11720.05,77.90,4.73,19.02,229938465#3_0,0.00
21994,476.00,17,9134.01,17021.75,186.55,472.43,20.84,-347355524#1_0,0.00
21995,476.00,19,10117.84,12060.07,248.34,43.15,24.50,-229938465#3_0,0.00
21996,476.00,2,8803.22,15457.90,21.36,2598.55,21.99,347355524#1_0,0.00
21997,476.00,20,10349.29,15315.46,171.23,1576.81,16.85,288088612#0_0,0.00
21998,476.00,21,10626.89,10474.42,357.18,3141.10,15.84,-288088612#5_0,0.00
21999,476.00,22,3955.91,11654.84,64.83,3871.07,21.05,347355524#0_0,0.00
22000,476.00,23,15399.55,14361.59,47.31,101.54,19.40,1002123620#1_0,0.00
22001,476.00,25,9403.32,17437.91,8.51,486.64,14.32,-803874779#0_0,0.00
22002,476.00,26,1395.60,10424.35,63.35,1030.28,20.23,347355524#0_0,0.00
22003,476.00,28,10357.63,15282.36,351.23,992.44,18.74,-288088612#0_0,0.00
22004,476.00,29,10573.79,13856.10,0.28,815.26,15.42,-288088612#1_0,0.00
22005,476.00,3,13855.06,15959.75,118.72,31.60,22.84,-347355525#3_0,0.00
22006,476.00,30,10666.77,8684.90,181.40,3544.15,18.70,288088612#5_0,0.00
22007,476.00,31,10625.09,7832.00,183.23,4398.11,19.10,288088612#5_0,0.00
22008,476.00,32,8386.21,14617.95,32.20,1659.07,22.14,347355524#1_0,0.00
22009,476.00,33,6423.45,10282.90,319.01,127.67,25.56,288088613#2_0,0.00
22010,476.00,34,9244.94,17326.14,31.08,4542.70,21.74,347355524#1_0,0.00
22011,476.00,35,11325.75,5724.26,336.85,6171.01,13.02,-288088612#6_0,0.00
22012,476.00,36,12755.27,16417.02,109.60,702.87,20.96,-347355525#5_0,0.00
22013,476.00,37,10671.86,9453.42,358.14,2119.04,19.46,-288088612#5_0,0.00
22014,476.00,38,17092.61,14451.92,280.60,1759.86,14.34,-958984632_0,0.00
22015,476.00,39,1037.32,10261.58,66.39,636.65,19.15,347355524#0_0,0.00
22016,476.00,4,8294.82,11601.88,255.88,568.72,22.29,-229938465#2_0,0.00
22017,476.00,40,14849.97,13931.58,75.63,4625.62,22.12,229938465#5_0,0.00
22018,476.00,42,5338.40,12311.34,244.00,2216.60,23.61,-347355524#0_0,0.00
22019,476.00,43,13475.82,13521.63,69.00,3189.52,22.27,229938465#5_0,0.00
22020,476.00,45,10240.56,15997.78,352.51,1717.38,17.29,-288088612#0_0,0.00
22021,476.00,46,16186.33,15098.83,224.82,245.37,21.56,-1002123620#4_0,0.00
22022,476.00,47,2886.07,11145.66,64.61,2686.23,18.71,347355524#0_0,0.00
22023,476.00,48,12028.26,12876.24,68.64,1604.40,19.33,229938465#5_0,0.00
22024,476.00,49,10527.91,12464.02,351.19,216.36,14.14,-288088612#4_0,0.00
22025,476.00,5,11316.62,5745.60,336.85,6194.23,13.48,-288088612#6_0,0.00
22026,476.00,6,12433.59,16533.64,287.44,1398.03,21.99,347355525#5_0,0.00
22027,476.00,7,8747.20,8396.28,308.15,2178.26,19.21,288088613#0_0,0.00
22028,476.00,8,10625.64,10499.79,357.19,3166.50,15.12,-288088612#5_0,0.00
22029,476.00,9,16097.40,15009.35,224.82,371.52,18.28,-1002123620#4_0,0.00
22030,477.00,0,6286.72,11166.64,259.59,2624.71,22.70,-229938465#2_0,0.00
22031,477.00,10,16090.85,14998.22,224.82,384.03,23.90,-1002123620#4_1,0.00
22032,477.00,11,10543.64,12300.40,179.41,197.14,16.66,288088612#4_0,0.00
22033,477.00,12,8476.12,11642.31,257.50,382.97,23.07,-229938465#2_0,0.00
22034,477.00,13,13164.13,13383.53,65.15,2848.49,24.70,229938465#5_0,0.00
22035,477.00,14,10543.76,12868.89,181.29,146.23,16.05,288088612#2_0,0.00
